"Core","Date","Transect","Position_m","Species","DBH_cm","Straw","Board","Notes","Year","Width_mm"
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2012,0.0664078308635346
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2011,0.0850000000000009
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2010,0.0629999999999988
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2009,0.108258948821797
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2008,0.0640000000000001
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2007,0.148
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2006,0.0850000000000009
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2005,0.0839999999999996
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2004,0.0640000000000001
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2003,0.0865852181379707
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2002,0.106000000000002
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2001,0.105999999999998
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",2000,0.0664078308635346
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1999,0.0875556965593907
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1998,0.0850000000000009
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1997,0.126999999999999
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1996,0.127000000000002
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1995,0.105999999999998
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1994,0.126999999999999
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1993,0.128724512040251
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1992,0.126999999999999
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1991,0.106000000000002
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1990,0.104999999999997
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1989,0.106000000000002
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1988,0.126999999999999
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1987,0.0640000000000001
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1986,0.154120083052144
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1985,0.194805030735863
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1984,0.126999999999999
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1983,0.127000000000002
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1982,0.154806330619905
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1981,0.169
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1980,0.233000000000001
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1979,0.14948244044034
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1978,0.148
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1977,0.108060168424819
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1976,0.128724512040247
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1975,0.0850000000000009
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1974,0.105
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1973,0.190999999999999
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1972,0.0850000000000009
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1971,0.0865852181379703
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1970,0.126999999999999
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1969,0.108258948821797
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1968,0.14948244044034
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1967,0.169999999999998
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1966,0.127000000000002
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1965,0.148
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1964,0.128724512040247
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1963,0.190000000000001
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1962,0.126999999999999
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1961,0.108060168424819
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1960,0.108060168424816
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1959,0.106000000000002
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1958,0.104999999999997
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1957,0.0850000000000009
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1956,0.106000000000002
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1955,0.126999999999999
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1954,0.106000000000002
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1953,0.168999999999997
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1952,0.213037555374637
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1951,0.254866631790038
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1950,0.169
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1949,0.318000000000001
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1948,0.431455675591366
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1947,0.498190726529507
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1946,0.463043194529409
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1945,0.692988455892304
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1944,0.664508841175195
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1943,0.578134932347113
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1942,0.640663718342158
"10","9/21/14","T5",10,"PIMA",4.2,6,2,"",1941,0.38939054944875
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2013,0.253999999999998
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2012,0.14948244044034
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2011,0.233944437847965
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2010,0.383307970175419
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2009,0.338999999999999
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2008,0.550000000000001
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2007,0.381578301269871
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2006,0.27818878482067
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2005,0.295999999999999
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2004,0.212
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2003,0.216316897167096
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2002,0.212042448580465
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2001,0.275800652646076
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",2000,0.297741498619189
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1999,0.254866631790038
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1998,0.194586741583286
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1997,0.15047258886588
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1996,0.338651738516131
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1995,0.554704425798102
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1994,0.361566038228148
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1993,0.381
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1992,0.386337934974033
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1991,0.359999999999999
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1990,0.720000000000002
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1989,0.656336041978496
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1988,0.720336032695851
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1987,0.360611979834281
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1986,0.402548133767877
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1985,0.515062132174363
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1984,0.423
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1983,0.508433869839529
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1982,0.487452561794479
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1981,0.556529424199656
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1980,0.571999999999999
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1979,0.657343137181792
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1978,0.423
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1977,0.869015534958956
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1976,0.764682940832341
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1975,0.46651902426375
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1974,0.488807733163051
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1973,0.465473952010206
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1972,0.571999999999999
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1971,0.720284665948124
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1970,0.575458947275998
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1969,0.381
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1968,0.659018209156621
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1967,0.324180505274454
"101","9/23/14","T6",70,"BEPA",9.8,101,13,"",1966,0.466983939766669
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2013,0.148
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2012,0.190000000000001
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2011,0.154120083052145
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2010,0.170000000000002
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2009,0.254866631790038
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2008,0.443999999999999
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2007,0.192150982302982
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2006,0.236755147779304
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2005,0.23294849216082
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2004,0.190999999999999
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2003,0.359999999999999
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2002,0.302909227327266
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2001,0.233944437847961
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",2000,0.232948492160824
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1999,0.297741498619185
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1998,0.491187336970327
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1997,0.340599471520437
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1996,0.276
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1995,0.40429321043025
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1994,0.487452561794481
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1993,0.426075110749266
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1992,0.487811438980269
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1991,0.369670123217984
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1990,0.614359015560121
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1989,1.03789113109227
"102","9/23/14","T6",70,"BEPA",4.4,101,13,"",1988,1.397
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2013,0.426174846747204
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2012,0.529
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2011,0.530664677550711
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2010,0.443999999999999
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2009,0.149000000000001
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2008,0.253999999999998
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2007,0.169
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2006,0.572542574836144
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2005,0.466472935978067
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2004,0.431455675591366
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2003,0.719999999999999
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2002,0.678301555357202
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2001,0.329164092816943
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",2000,0.615503858639409
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1999,0.895297157372902
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1998,0.381578301269871
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1997,0.529416660108085
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1996,0.327940543391634
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1995,0.508433869839529
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1994,0.467979700414453
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1993,0.401999999999999
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1992,0.611432743643976
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1991,0.19
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1990,0.278188784820668
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1989,0.318692641898114
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1988,0.572000000000001
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1987,0.678301555357202
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1986,0.61543480564557
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1985,0.784179826315367
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1984,0.931236811987154
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1983,0.530744759748036
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1982,0.659018209156622
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1981,0.665496055585606
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1980,1.50358671183274
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1979,0.88924799690525
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1978,0.892959685540171
"103","9/23/14","T6",70,"BEPA",10.9,101,13,"",1977,0.763212290257435
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2013,0.685248130241885
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2012,0.46647293597807
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2011,0.318760097879269
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2010,0.466983939766669
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2009,0.318692641898113
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2008,0.465
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2007,0.699346123175071
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2006,0.465520139199154
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2005,0.484258195594045
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2004,0.445495230053028
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2003,0.661483937824645
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2002,0.507999999999999
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2001,0.592372349118359
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",2000,0.614359015560121
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1999,0.615434805645567
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1998,0.6563360419785
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1997,0.636387460592992
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1996,0.424570371081167
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1995,0.444496344191943
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1994,0.422999999999998
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1993,0.530415874573906
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1992,0.551601305292147
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1991,0.614359015560117
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1990,0.508000000000003
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1989,0.572542574836141
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1988,0.593
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1987,0.931236811987156
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1986,0.720000000000001
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1985,0.487452561794479
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1984,0.381578301269869
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1983,0.508000000000001
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1982,0.635380988069363
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1981,0.718999999999999
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1980,0.619855628352281
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1979,0.710443523441519
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1978,0.448588898658895
"104","9/23/14","T6",70,"BEPA",13.5,101,13,"",1977,0.75180449586312
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2013,0.766615940350835
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2012,0.898025612106918
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2011,1.15884856646587
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2010,1.03891193081993
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2009,1.08333974357078
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2008,0.452063048700067
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2007,0.360611979834281
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2006,0.834717916424468
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2005,0.720336032695851
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2004,0.622913316601917
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2003,0.593
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2002,0.652246885772556
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2001,0.63811754403088
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",2000,0.743673315374432
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1999,0.6353471492027
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1998,0.700927956355003
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1997,0.572385359700965
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1996,0.742762411542209
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1995,0.596337152959632
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1994,0.869015534958956
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1993,0.615503858639408
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1992,0.723890185041902
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1991,0.477903756001143
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1990,0.953231346526121
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1989,0.908099113533319
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1988,0.919809762940142
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1987,1.23365838059002
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1986,0.934126865045641
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1985,1.08083763813072
"105","9/23/14","T6",60,"PIMA",15.3,105,13,"",1984,1.13185025511328
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2013,0.149906637611548
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2012,0.152266214243343
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2011,0.0948103369891716
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2010,0.179605122421382
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2009,0.195020511741714
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2008,0.10640018796976
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2007,0.152266214243345
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2006,0.120208152801713
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2005,0.135092560861063
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2004,0.21795871168641
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2003,0.225304238752848
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2002,0.25556603843234
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2001,0.211400094607358
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",2000,0.218442212037874
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",1999,0.20143733516903
"106","9/23/14","T6",60,"PIMA",1,NA,37,"Clip",1998,1.4606330819203
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2013,0.869015534958954
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2012,0.851254368564416
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2011,1.08083763813072
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2010,0.828475708756751
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2009,0.867000000000001
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2008,0.889999999999999
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2007,0.783000000000001
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2006,1.00307228054612
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2005,0.719306610563256
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2004,0.827067107313549
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2003,0.873455780220155
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2002,0.956783152025578
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2001,0.88924799690525
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",2000,0.995221583367242
"107","9/23/14","T6",60,"PIMA",16.2,105,14,"",1999,1.0162170043844
"108","9/23/14","T6",60,"BEPA",6.3,105,14,"",2013,0.572385359700961
"108","9/23/14","T6",60,"BEPA",6.3,105,14,"",2012,0.275000000000002
